seed,factor,phase,patch,conflict_n,policy_follow,policy_change,outcome_diff_n,outcome_closer_cf,outcome_mediation,model_output_shift,cf_model_gap
16162,concern,2,shuffled_full,393,0.3867684602737427,0.5920000076293945,371,0.47978436946868896,-0.5653403401374817,0.34442606568336487,0.262844979763031
16162,concern,2,random_norm_full,393,0.0330788791179657,0.10400000214576721,371,0.5040431022644043,-0.12894830107688904,0.15387295186519623,0.262844979763031
16162,concern,3,role_only,142,0.0,0.0,371,0.8409703373908997,0.002486657351255417,0.0009276861674152315,0.24379728734493256
16162,concern,3,entities_only,142,0.0,0.0,371,0.4851751923561096,-0.009509388357400894,0.006542316172271967,0.24379728734493256
16162,concern,3,phase_only,142,0.9929577708244324,0.28200000524520874,371,0.9487870335578918,0.6096103191375732,0.24886687099933624,0.24379728734493256
16162,concern,3,role_phase,142,0.9929577708244324,0.28200000524520874,371,0.9487870335578918,0.6081154346466064,0.24955980479717255,0.24379728734493256
16162,concern,3,entities_phase,142,1.0,0.2840000092983246,371,0.9487870335578918,0.614281415939331,0.2473580241203308,0.24379728734493256
16162,concern,3,full_relation_coalition,142,1.0,0.2840000092983246,371,0.9487870335578918,0.6129948496818542,0.24804823100566864,0.24379728734493256
16162,concern,3,shuffled_full,142,0.23943662643432617,0.6779999732971191,371,0.47708895802497864,-0.48081037402153015,0.32675445079803467,0.24379728734493256
16162,concern,3,random_norm_full,142,0.07746478915214539,0.052000001072883606,371,0.46630728244781494,-0.08782610297203064,0.11791414022445679,0.24379728734493256
16163,identity,0,role_only,363,0.0,0.0,363,0.5922865271568298,0.00022581688244827092,0.0006874105893075466,0.4476090967655182
16163,identity,0,entities_only,363,1.0,0.7260000109672546,363,1.0,0.9225595593452454,0.4472031891345978,0.4476090967655182
16163,identity,0,phase_only,363,0.0,0.0,363,0.5013774037361145,-0.00023490404419135302,0.003949921578168869,0.4476090967655182
16163,identity,0,role_phase,363,0.0,0.0,363,0.5234159827232361,-1.8584662029752508e-05,0.004036135505884886,0.4476090967655182
16163,identity,0,entities_phase,363,1.0,0.7260000109672546,363,1.0,0.9226062297821045,0.4474278688430786,0.4476090967655182
16163,identity,0,full_relation_coalition,363,1.0,0.7260000109672546,363,1.0,0.9232028722763062,0.44759026169776917,0.4476090967655182
16163,identity,0,shuffled_full,363,0.39944905042648315,0.5899999737739563,363,0.7520661354064941,0.35212260484695435,0.35064688324928284,0.4476090967655182
